"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ICICIBANK","ICICI Bank Limited","7(2)","Neeraj Kumar Biyani","Employees/Designated Employees","Equity Shares","10912","0",,"10750","5585788","Sell","Equity Shares","162","0","24-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Ashish Goel","Employees/Designated Employees","Equity Shares","59800","0",,"5000","2625000","Sell","Equity Shares","54800","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","ANUJ BHARGAVA","Employees/Designated Employees","Equity Shares","40000","0",,"40000","20657271","Sell","Equity Shares","Nil","0","24-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"PDMJEPAPER","Pudumjee Paper Products Limited","7(2)","AMJ Land Holdings Limited","Promoter Group","Equity Shares","4411552","4.65",,"1775605","0","Buy","Equity Shares","6187157","6.52","29-Dec-2020","29-Dec-2020","30-Dec-2020","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","30-Dec-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1088509_374701_30122020054954_WEB.xml"
"IIFLWAM","Iifl Wealth Management Limited","7(2)","Radhakrishnan Mohan","Other","Equity Shares","8800","0.01",,"6800","6785250","Sell","Equity Shares","2000","0","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1088508_374697_30122020054339_WEB.xml"
"KABRAEXTRU","Kabra Extrusion Technik Limited","7(2)","Kolsite Industries","Promoter Group","Equity Shares","45687","0.14",,"10000","976834","Buy","Equity Shares","55687","0.17","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1088505_374694_30122020053950_WEB.xml"
"KABRAEXTRU","Kabra Extrusion Technik Limited","7(2)","Kolsite Industries","Promoter Group","Equity Shares","55687","0.17",,"5000","491936","Buy","Equity Shares","60687","0.19","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1088505_374694_30122020053950_WEB.xml"
"HINDCON","Hindcon Chemicals Limited","7(2)","SANJAY GOENKA","Promoters","Equity Shares","1858500","18.15",,"12000","304960","Buy","Equity Shares","1870500","18.27","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1088503_374691_30122020053419_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","B. K. CHOUDHARY","Employees/Designated Employees","Equity Shares","4000","0.01",,"3200","3157678","Sell","Equity Shares","800","0","11-Nov-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1088502_374689_30122020053354_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","RAJIV KUMAR ANGRA","Employees/Designated Employees","Equity Shares","1240","0",,"1000","1030000","Sell","Equity Shares","240","0","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1088502_374689_30122020053354_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","S.Pal","Employees/Designated Employees","Equity Shares","6250","0.01",,"2250","2245229","Sell","Equity Shares","4000","0.01","07-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1088502_374689_30122020053354_WEB.xml"
"VTL","Vardhman Textiles Limited","7(2)","B. K. CHOUDHARY","Employees/Designated Employees","Equity Shares","800","0",,"200","212636","Sell","Equity Shares","600","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1088502_374689_30122020053354_WEB.xml"
"WSTCSTPAPR","West Coast Paper Mills Limited","7(2)","VEER ENTERPRISES LIMITED","Promoters","Equity Shares","10664054","16.15",,"10000","1721569","Buy","Equity Shares","10674054","16.16","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1088500_374686_30122020053229_WEB.xml"
"WSTCSTPAPR","West Coast Paper Mills Limited","7(2)","VEER ENTERPRISES LIMITED","Promoters","Equity Shares","10659054","16.14",,"5000","867049","Buy","Equity Shares","10664054","16.15","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1088500_374686_30122020053229_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Jagdish Dwarkadas Joshi","Other","Equity Shares","9100","0.01",,"100","167060","Sell","Equity Shares","9000","0.01","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 17:15","https://archives.nseindia.com/corporate/xbrl/IT_1088498_374670_30122020051552_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Jagdish Dwarkadas Joshi","Other","Equity Shares","9389","0.01",,"289","482630","Sell","Equity Shares","9100","0.01","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:15","https://archives.nseindia.com/corporate/xbrl/IT_1088498_374670_30122020051552_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Sridhar Bandla","Employees/Designated Employees","Equity Shares","1804","0",,"1804","6081966","Sell","Equity Shares","Nil","0","08-Sep-2020","17-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","M. Satyanarayana","Employees/Designated Employees","Equity Shares","2015","0",,"2015","6867088","Sell","Equity Shares","Nil","0","09-Oct-2020","23-Nov-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","A. Raja","Employees/Designated Employees",,"-","0",,,"-","-","-","-","-","-","-","-","-","Options","Options","1311580","400","1288000","400","NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Borra Suman Babu","Employees/Designated Employees",,"-","0",,,"-","-","-","-","-","-","-","-","-","DIVISLAB20OCT3300CE","Options","2654800","800","2648520","800","NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Sridhar Bandla","Employees/Designated Employees","Equity Shares","Nil","0",,"1804","6064948","Buy","Equity Shares","1804","0","03-Sep-2020","17-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","M. Satyanarayana","Employees/Designated Employees","Equity Shares","Nil","0",,"2015","6856571","Buy","Equity Shares","2015","0","09-Oct-2020","23-Nov-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","A.Raja","Employees/Designated Employees","Equity Shares","100","0",,"100","320900","Sell","Equity Shares","Nil","0","08-Oct-2020","08-Oct-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1088496_374667_30122020051040_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","PRAVEEN KUMAR SHARMA","Employees/Designated Employees","Equity Shares","9124","0.01",,"1000","1700000","Sell","Equity Shares","8124","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:08","https://archives.nseindia.com/corporate/xbrl/IT_1088494_374663_30122020050859_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJEEV SINHA","Employees/Designated Employees","Equity Shares","12921","0.02",,"900","1530000","Sell","Equity Shares","12021","0.02","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:08","https://archives.nseindia.com/corporate/xbrl/IT_1088494_374663_30122020050859_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","KIRIT RATILAL MEHTA","Director","Equity Shares","61020","0.04",,"300","365766","Sell","Equity Shares","60720","0.03","24-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","CHANDRAKANT VALLABHAJI GOGRI","Promoters","Equity Shares","364576","0.21",,"15000","18164841","Sell","Equity Shares","349576","0.2","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","VAHAL WELFARE FOUNDATION","Promoter Group","Equity Shares","150000","0.09",,"150000","0","Sell","Equity Shares","Nil","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Gift","-","-","0","0","0","0","NA","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","CHANDRAKANT VALLABHAJI GOGRI","Promoters","Equity Shares","349576","0.2",,"23221","28284293","Sell","Equity Shares","326355","0.19","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","VALIANT ORGANICS LIMITED","Promoter Group","Equity Shares","20000","0.01",,"5000","6031554","Sell","Equity Shares","15000","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","ANUSHAKTI ENTERPRISE PRIVATE LIMITED","Promoter Group","Equity Shares","4835000","2.77",,"150000","0","Buy","Equity Shares","4985000","2.86","24-Dec-2020","24-Dec-2020","29-Dec-2020","Gift","-","-","0","0","0","0","NA","-","30-Dec-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1088491_374659_30122020050526_WEB.xml"
"GALAXYSURF","Galaxy Surfactants Limited","7(2)","Sridhar Unnathan","Promoter Group","Equity Shares","45429","0.13",,"149","303364","Sell","Equity Shares","45280","0.13","28-Dec-2020","28-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1088488_374654_30122020045851_WEB.xml"
"GALAXYSURF","Galaxy Surfactants Limited","7(2)","Sridhar Unnathan","Promoter Group","Equity Shares","45514","0.13",,"85","16617","Sell","Equity Shares","45429","0.13","23-Dec-2020","23-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1088488_374654_30122020045851_WEB.xml"
"ARCHIES","Archies Limited","7(2)","Empire Greetings & Gifts Private Limited","Promoter Group","Equity Shares","25000","0.07",,"6000","87600","Buy","Equity Shares","31000","0.09","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 16:54","https://archives.nseindia.com/corporate/xbrl/IT_1088485_374648_30122020045421_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Prashant Khandelwal","Employees/Designated Employees","Equity Shares","Nil","0",,"500","2629143","Buy","Equity Shares","500","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:42","https://archives.nseindia.com/corporate/xbrl/IT_1088481_374642_30122020044234_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","Anamudi Real Estates LLP","Promoter Group","Equity Shares","7288253","2.17",,"75000","32435965","Buy","Equity Shares","7363253","2.19","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 16:39","https://archives.nseindia.com/corporate/xbrl/IT_1088479_374639_30122020043903_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","Anamudi Real Estates LLP","Promoter Group","Equity Shares","7363253","2.19",,"80591","34921048","Buy","Equity Shares","7443844","2.21","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","30-Dec-2020 16:39","https://archives.nseindia.com/corporate/xbrl/IT_1088479_374639_30122020043903_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Amit Kamat","Employees/Designated Employees","Equity Shares","74000","0.1",,"1000","410045","Sell","Equity Shares","73000","0.1","24-Dec-2020","24-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:31","https://archives.nseindia.com/corporate/xbrl/IT_1088477_374635_30122020043116_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Amit Kamat","Employees/Designated Employees","Equity Shares","73000","0.1",,"1500","624869","Sell","Equity Shares","71500","0.1","28-Dec-2020","28-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:31","https://archives.nseindia.com/corporate/xbrl/IT_1088477_374635_30122020043116_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Amit Kamat","Employees/Designated Employees","Equity Shares","71500","0.1",,"1500","624868","Sell","Equity Shares","70000","0.1","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:31","https://archives.nseindia.com/corporate/xbrl/IT_1088477_374635_30122020043116_WEB.xml"
"EXCEL","Excel Realty N Infra Limited","7(2)","Isha Khurana","Promoter Group","Equity Shares","36000","0.04",,"468525","1077187","Buy","Equity Shares","504525","0.53","18-Dec-2020","28-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","30-Dec-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1088476_374633_30122020042542_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","Mr. Muralidharan M V","Employees/Designated Employees","Equity Shares","288385","0.07",,"400","76600","Sell","Equity Shares","287985","0.07","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1088474_374629_30122020042315_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","Priya Sarah Cheeran Joseph","Other","Equity Shares","3497579","0.81",,"60000","11439000","Sell","Equity Shares","3437579","0.8","28-Dec-2020","28-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1088474_374629_30122020042315_WEB.xml"
"SANGHVIMOV","Sanghvi Movers Limited","7(2)","Pradip Dubhashi","Immediate relative","Equity Shares","13234","0.03",,"3302","354697","Buy","Equity Shares","16536","0.04","28-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1088470_374625_30122020041721_WEB.xml"
"SANGHVIMOV","Sanghvi Movers Limited","7(2)","Madhu Dubhashi","Director","Equity Shares","14451","0.03",,"3171","340841","Buy","Equity Shares","17622","0.04","28-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 16:01","https://archives.nseindia.com/corporate/xbrl/IT_1088467_374610_30122020040107_WEB.xml"
"ADANIGREEN","Adani Green Energy Limited","7(2)","Gautam S. Adani & Rajesh S. Adani (On Behalf Of S. B. Adani Family Trust)","Promoter Group","Equity Shares","384372075","24.58",,"329000","341700000","Pledge Revoke","Equity Shares","384372075","24.58","29-Dec-2020","29-Dec-2020","30-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Dec-2020 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1088465_374601_30122020034240_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","Sridhar Shyam","Employees/Designated Employees","Equity Shares","17500","0",,"5000","1770000","Sell","Equity Shares","12500","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 15:38","https://archives.nseindia.com/corporate/xbrl/IT_1088463_374598_30122020033839_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","Satyanarayana Tinnaluri","Employees/Designated Employees","Equity Shares","2105","0",,"4835","1496269","Buy","Equity Shares","6940","0","19-Nov-2020","28-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 15:38","https://archives.nseindia.com/corporate/xbrl/IT_1088463_374598_30122020033839_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","Chandra kumari kumari","Immediate relative","Equity Shares","Nil","0",,"3670","1291042","Buy","Equity Shares","3670","0","24-Dec-2020","28-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 15:38","https://archives.nseindia.com/corporate/xbrl/IT_1088463_374598_30122020033839_WEB.xml"
"BEARDSELL","Beardsell Limited","7(2)","BHARAT ANUMOLU","Promoters","Equity Shares","4133142","14.71",,"46211","506935","Sell","Equity Shares","4086931","14.54","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 15:37","https://archives.nseindia.com/corporate/xbrl/IT_1088461_374596_30122020033755_WEB.xml"
